What line are the graphs of the exponential function \( y = a^x \) and the logarithmic function \( y = \log_a x \) symmetric about?  ,y = 0,x = 0,y = -x,y=x,D
The sufficient and necessary condition for a function \( f(x) \) to be differentiable at point \( x_0 \) is that the left-hand derivative and the ____ of \( f(x) \) at \( x_0 \) both exist and are equal.  ,second - order derivative,derivative of composite function,derivative of inverse function,right-hand derivative,D
"Suppose \( A \) and \( B \) are two random events. If \( P(A|B) = P(A) \) (or \( P(B|A) = P(B) \), and \( P(A) > 0 \), \( P(B) > 0 \)), then events \( A \) and \( B \) are said to be mutually ____.  ",complementary,dependent,exclusive,independent,D
"If a non-terminal position has at least one subsequent position that is a P-position, then this position is a _____.  ",R-position,Q-position,N-position,P-position,C
A tangent to a circle is a line that touches the circle at ____ point.,one,three,no,two,A
"If the inner function \( u = g(x) \) is monotonically increasing on the interval \( I \), and the outer function \( y = f(u) \) is also monotonically increasing on the corresponding interval \( g(I) \) (the range of \( g(x) \) on \( I \)), then the composite function \( y = f(g(x)) \) is ____ on \( I \).  ",oscillating,non - monotonic,monotonically decreasing,monotonically increasing,D
"From \(n\) distinct elements, selecting any \(m\) elements \((m \leqslant n)\) as a group is called a ___ of \(m\) elements chosen from \(n\) distinct elements.",arrangement,combination,permutation,sequence,B
"If two angles are each supplementary to two equal angles respectively, then the two angles are ____.",complementary,equal,supplementary,unequal,B
\(\log_a \frac{M}{N}\) is equal to \(\log_a M\) ____ \(\log_a N\)  ,times,divided by,minus,plus,C
"Raise \( a \) to the power of ""the logarithm of \( N \) with base \( a \)"", and the result is ____.  ",a,N,logₐN,1,B
"Numbers of the form \( z = a + bi \) are called complex numbers, where \( a \) is the real part of the complex number \( z \), and \( b \) is called the ____ of the complex number \( z \).  ",real coefficient,imaginary part,pure imaginary part,complex coefficient,B
"If the hundreds, tens, and units digits of a three-digit number are \(a\), \(b\), and \(c\) respectively, then the number is ____ + \(10b\) + \(c\).  ",10a,a,1000a,100a,D
The basic relationship in travel problems: Distance = Speed * ____.  ,Volume,Acceleration,Time,Area,C
"If an integer a can be divided by another integer b with no remainder, then we say that a is ____ by b.",indivisible,divider,divisible,dividant,C
"If there are 3 mutually exclusive plans to complete a task, with \( n_1 \) ways in the 1st plan, \( n_2 \) ways in the 2nd plan, and \( n_3 \) ways in the 3rd plan, then the total number of ways to complete the task is ____.  ",\(n_1\times n_2\times n_3\),\(n_1 - n_2 - n_3\),\(\frac{n_1 + n_2 + n_3}{3}\),\( n_1 + n_2 + n_3 \),D
"If the polynomial \( f(x) \) is divided by the linear polynomial \( (x - a) \), the remainder is a constant, and this constant is equal to ____.  ",\(f(0)\),\(f(-a)\),\(f(1)\),\(f(a)\),D
"If a line is parallel to a plane, and a plane passing through this line intersects the original plane, then the line is ____ the intersection line.  ",perpendicular to,skew to,parallel to,intersecting with,C
"In a right-angled triangle in a plane, the sum of the squares of the two legs is ____ the square of the hypotenuse.  ",greater than,equal to,less than,not related to,B
"If two triangles have their corresponding sides in proportion, then their corresponding interior angles are ____.",equal,complementary,supplementary,unequal,A
"Taking all \( n \) distinct elements for arrangement (i.e., ""selecting all elements for ordering"") is called a(n) ____ of the \( n \) elements.  ",subset,combination,probability,permutation,D
"In the base-n numeral system, the largest single digit is ____.",n + 1,n-1,n,n/2,B
The two pairs of opposite sides of a parallelogram are respectively ____.  ,parallel and equal,perpendicular and equal,parallel and perpendicular,equal and intersecting,A
"The locus of points in a plane where the absolute value of the difference between the distances to two fixed points \( F_1 \) and \( F_2 \) (called foci) is equal to a constant (denoted as \( 2a \), with \( 0 < 2a < |F_1F_2| \)) is called a(n) ____.  ",parabola,hyperbola,ellipse,circle,B
"Arrange a set of data in ascending (or descending) order. If the number of data points is odd, the number at the middle position is the ____ of this set of data.  ",mean,median,range,mode,B
"For any two finite sets \( A \) and \( B \), the number of elements in their union is equal to the sum of the number of elements in the two sets ____ the number of elements in their intersection.  ",minus,plus,divided by,times,A
"If the corresponding angles of two triangles are equal and their corresponding sides are proportional, then the two triangles are ____.  ",equilateral,congruent,isosceles,similar,D
"In a right triangle, the square of a leg is equal to the product of its projection on the hypotenuse and the ____.  ",hypotenuse,median to the hypotenuse,other leg,altitude to the hypotenuse,A
There exists a point inside a tetrahedron that is equidistant from all its faces. This point is called the ____ of the tetrahedron.  ,centroid,orthocenter,incenter,circumcenter,C
All four angles of a rectangle are ____.  ,right angles,obtuse angles,straight angles,acute angles,A
"For any positive integer \( n \), the equation \( x^n = 1 \) has exactly ____ distinct complex solutions.  ",2n,n + 1,n,n - 1,C
