Относительно какой прямой симметричны графики экспоненциальной функции \( y = a^x \) и логарифмической функции \( y = \log_a x \)?,y = 0,x = 0,y = -x,y=x,D
"Необходимым и достаточным условием для того, чтобы функция \( f(x) \) была дифференцируемой в точке \( x_0 \), есть то, что левая производная и ____ функции \( f(x) \) в точке \( x_0 \) существуют и равны.",вторую производную,производную сложной функции,производную обратной функции,правую производную,D
"Предположим, что \( A \) и \( B \) - два случайных события. Если \( P(A|B) = P(A) \) (или \( P(B|A) = P(B) \), причем \( P(A) > 0 \), \( P(B) > 0 \)), то события \( A \) и \( B \) называются взаимно ____.",дополнительными,зависимыми,несовместными,независимыми,D
"Если некоторая неконечная позиция имеет как минимум одну последующую позицию, которая представляет собой P - позицию, то эта позиция есть _____.",R - позиция,Q - позиция,N - позиция,P - позиция,C
"Касательная к окружности представляет собой прямую, которая касается окружности в ____ точке.",одной,трех,ни одной,двух,A
"Если внутренняя функция \( u = g(x) \) имеет монотонно возрастающий характер на интервале \( I \), а внешняя функция \( y = f(u) \) также имеет монотонно возрастающий характер на соответствующем интервале \( g(I) \) (множестве значений \( g(x) \) на \( I \)), то сложная функция \( y = f(g(x)) \) ____ на \( I \).",колеблющаяся,немонотонная,монотонно убывающая,монотонно возрастающая,D
"Из \(n\) различных элементов выбираются произвольные \(m\) элементов \((m \leqslant n)\) в качестве группы, это называется ___ \(m\) элементов, выбранных из \(n\) различных элементов.",размещение,сочетание,перестановка,последовательность,B
"Если два угла соответственно являются дополнительными к двум равным углам, то эти два угла ____.",комплементарны,равны,дополнительны,неравны,B
\(\log_a \frac{M}{N}\) равен \(\log_a M\) ____ \(\log_a N\),times - умножить на,divided by - разделить на,minus - минус,plus - плюс,C
"Возвести число \( a \) в показатель степени, равный ""логарифму \( N \) по основанию \( a \)"", и результат равен ____.",a,N,logₐN,1,B
"Числа вида \( z = a + bi \) называются комплексными числами. В таком числе \( a \) есть действительная часть комплексного числа \( z \), а \( b \) есть ____ комплексного числа \( z \). ",real coefficient,мнимая часть,чисто мнимая часть,комплексный коэффициент,B
"Если сотни, десятки и единицы трехзначного числа равны соответственно \(a\), \(b\) и \(c\), то выражение, на которое нужно заменить пропуск в ____ + \(10b\) + \(c\), чтобы оно представляло это трехзначное число, равно чему? ",10a,a,1000a,100a,D
Основное соотношение в задачах о движении: Дистанция = Скорость умножить на ____.,Объем,Ускорение,Время,Площадь,C
"Если целое число a делится на другое целое число b без остатка, то мы говорим, что a ____ на b.",indivisible,divider,делимое,dividant,C
"Если имеются 3 попарно непересекающиеся планы для решения задачи, при этом в 1-м плане есть \( n_1 \) способов, во 2-м плане - \( n_2 \) способов, а в 3-м плане - \( n_3 \) способов, то общее количество способов решения задачи равно ____.",\(n_1\times n_2\times n_3\),\(n_1 - n_2 - n_3\),\(\frac{n_1 + n_2 + n_3}{3}\),\( n_1 + n_2 + n_3 \),D
"Если линейный многочлен \( (x - a) \) является делителем многочлена \( f(x) \), то остаток от деления является константой, и эта константа равна ____.",\(f(0)\),\(f(-a)\),\(f(1)\),\(f(a)\),D
"Если прямая параллельна плоскости, а плоскость, содержащая эту прямую, пересекает исходную плоскость, то прямая ____ прямой пересечения.",перпендикулярна,скрещивается с,параллельна,пересекается с,C
В прямоугольном треугольнике на плоскости чему равно сумма квадратов катетов по отношению к квадрату гипотенузы?,больше,равна,меньше,не связана с,B
"Если два треугольника имеют соответствующие стороны пропорциональными, то какие значения имеют их соответствующие внутренние углы? ",равны,дополняют друг друга до прямого угла,дополняют друг друга до общего угла,не равны,A
"Взятие всех \( n \) различных элементов для их расположения (то есть ""выбор всех элементов с целью упорядочивания"") называется ____ из \( n \) элементов.",подмножество,комбинация,вероятность,перестановка,D
В числовой системе с основанием n чему равна наибольшая одиночная цифра?,n + 1,n-1,n,n/2,B
В параллелограмме две пары противоположных сторон соответственно ____.,параллельны и равны,перпендикулярны и равны,параллельны и перпендикулярны,равны и пересекаются,A
"Что называется множеством точек на плоскости, для которых абсолютное значение разности расстояний до двух фиксированных точек \( F_1 \) и \( F_2 \) (называемых фокусами) равно постоянной величине (обозначаемой как \( 2a \), причем \( 0 < 2a < |F_1F_2| \))?",парабола,гипербола,эллипс,окружность,B
"Расположите набор данных в порядке возрастания (или убывания). Если количество точек данных нечетно, то число, находящееся в средней позиции, является ____ этого набора данных.",среднее арифметическое,медиана,размах,мода,B
"Для любых двух конечных множеств \( A \) и \( B \), чему равно количество элементов в их объединении, если известно сумму количества элементов в этих двух множествах и количество элементов в их пересечении?",минус,плюс,деленное на,умноженное на,A
"Если у двух треугольников соответствующие углы равны, а соответствующие стороны пропорциональны, то эти два треугольника ____.",равносторонние,равные,равнобедренные,подобные,D
В прямоугольном треугольнике квадрат одного из катетов равен произведению проекции этого катета на гипотенузу и ____.,гипотенуза,медиана к гипотенузе,другой катет,высота к гипотенузе,A
"Внутри тетраэдра есть точка, которая имеет одинаковое расстояние до всех его граней. Как называется эта точка для тетраэдра?",centroid,orthocenter,вписанная точка (инцентр),описанная точка (циркумцентр),C
В прямоугольнике все четыре угла являются ____.,прямые углы,тупые углы,развернутые углы,острые углы,A
Для любого натурального числа \( n \) уравнение \( x^n = 1 \) имеет ровно ____ различных комплексных решений.,2n,n + 1,n,n - 1,C
