x,x
x,x
"تشارك جين في سحب يانصيب حيث اختارت 4 أرقام مختلفة من المجموعة S={1,2,3,...,N}. يتم اختيار 4 أرقام بشكل عشوائي من المجموعة S. إذا تطابق رقمان على الأقل من أرقامها مع الأرقام المختارة عشوائيًا فهي تفوز بجائزة، و إذا تطابقت جميع أرقامها الأربعة مع الأرقام المختارة عشوائيًا فهي تفوز بالجائزة الكبرى. إذا كان احتمال فوزها بالجائزة الكبرى بشرط أن تكون قد فازت بجائزة ما هو 1/115، فما قيمة N؟",10
x,x
توجد ثمانية دوائر نصف قطرها 34 تتلامس بجانب بعضها البعض، ويكون اثنان من هذه الدوائر مماسين للضلعين AB وBC في المثلث ABC على التوالي. نصف قطر الدائرة الداخلية للمثلث ABC هو 192/5. يمكن ترتيب دوائر بنصف قطر 1 بنفس الطريقة. أوجد عدد هذه الدوائر.,2024
عرف الدالة $f(x)=|| x|-\tfrac{1}{2}|$ والدالة $g(x)=|| x|-\tfrac{1}{4}|$. نعتبر $N$ كعدد صحيح بحيث تكون المعادلة الثانية هي $x = 4g(f(\cos(N\pi y)))$. مع العلم أن الرسم البياني للمعادلة $y = 4g(f(\sin(2\pi x)))$ و الرسم البياني للمعادلة $x = 4g(f(\cos(N\pi y)))$ يتقاطعان بالضبط 385 مرة. احسب قيمة $N$. ,3
x,x
"ليكن (a,b,c) أعدادًا صحيحة غير سالبة بحيث تحقق a+b+c=N و  
\[a^2b + a^2c + b^2a + b^2c + c^2a + c^2b = 6,000,000\].  
بمعنى أن هناك بالضبط 601 ثلاثية (a,b,c) تحقق هذه الشروط، فأوجد قيمة N.",300
توجد أعداد حقيقية \( x \) و\( y \)، كلاهما أكبر من 1، بحيث تكون قيمة \( xy \) تساوي 25 و\( \log_x\left(y^x\right) = \log_y\left(x^{4y}\right) = N \). ما قيمة \( N \)؟ ,10
x,x
"ليكن \( z \) عددًا مركبًا. افترض أن أعلى قيمة ممكنة للجزء الحقيقي من التعبير  
\[(75+117i)z + \frac{96+144i}{z}\]  
تبلغ 540. احسب \( |z| \).",4
x,x
كل صباح، تقوم آيا بالمشي لمسافة 9 كيلومترات ثم تتوقف في مقهى بعدها. عندما تمشي بسرعة ثابتة مقدارها s كيلومترًا في الساعة، يستغرق المشي هذه المسافة N ساعة، مع وجود t دقائق تقضيها في المقهى. وعندما تمشي بسرعة s+2 كيلومتر في الساعة، يستغرق المشي هذه المسافة ساعتين و24 دقيقة، مع وجود t دقائق تقضيها في المقهى. فلنفترض أن آيا تمشي بسرعة s+1/2 كيلومتر في الساعة، ويستغرق المشي هذه المسافة 204 دقائق، مع وجود t دقائق تقضيها في المقهى. أوجد N.,4
x,x
اعتبر المسارات المتزايدة التي تتحرك فقط يمينًا أو لأعلى من الزاوية السفلية اليسرى إلى الزاوية العلوية اليمنى على شبكة N×N. افترض أن 294 هو عدد المسارات التي تتغير اتجاهها أربع مرات بالضبط. أوجد N.,8
x,x
ليكن B هي مجموعة الصناديق المستطيلة التي لها مساحة سطحية N وحجمها 23. وفرض أن r هو نصف قطر أصغر كرة يمكن أن تحتوي كل صندوق مستطيل في مجموعة B. إذا كان r² = 657/64، فأوجد قيمة N. ,54                                     
x,x
لنفترض أن المثلث $ \triangle ABC $ له مركز المحيط $ O $ ومركز دائرته الداخلية $ I $، بحيث تكون الخطوط $ \overline{IA} $ و$ \overline{OI} $ متعامدة، ونصف القطر الداخلي للمثلث يساوي 6، ونتيجة ضرب طولي الأضلاع $ AB $ و$ AC $ تساوي 468. احسب نصف القطر المحيطي للمثلث. ,13
x,x
x,x
x,x
