x,x
x,x
"Джин участвует в лотерее, выбирая 4 различных числа из множества S={1,2,3,...,N}. Затем случайным образом выбираются 4 числа из S. Она выигрывает приз, если по крайней мере два из её чисел совпадают с выбранными, и выигрывает главный приз, если все четыре её числа совпали с выбранными. Известно, что вероятность того, что она выиграла главный приз, при условии, что она выиграла приз, равна 1/115. Найдите N.",10
x,x
Восемь окружностей радиуса 34 расположены последовательно и касаются друг друга; две из этих окружностей касаются сторон AB и BC треугольника ABC соответственно. Радиус вписанной окружности треугольника ABC равен 192/5. Окружности радиуса 1 можно расположить таким же образом. Найдите количество таких окружностей.,2024
"Определим \( f(x)=\left| |x|-\tfrac{1}{2}\right| \) и \( g(x)=\left| |x|-\tfrac{1}{4}\right| \). Пусть \( N \) — целое число, такое что второй график задаётся уравнением \( x=4 g(f(\cos(N\pi y))) \). Известно, что графики \( y=4 g(f(\sin(2\pi x))) \) и \( x=4 g(f(\cos(N\pi y))) \) пересекаются ровно 385 раз. Найдите \( N \).",3
x,x
"Пусть (a, b, c) — неотрицательные целые числа, удовлетворяющие условию a + b + c = N и  
a²b + a²c + b²a + b²c + c²a + c²b = 6 000 000.  
Известно, что существует ровно 601 такая тройка. Найдите N.",300
"Существуют действительные числа $x$ и $y$, оба больше 1, такие что $xy=25$ и $\log_x\left(y^x\right)=\log_y\left(x^{4y}\right)=N$. Найдите $N$.",10
x,x
"Пусть \( z \) — комплексное число. Предположим, что наибольшая возможная вещественная часть выражения \[(75+117i)z + \frac{96+144i}{z}\] равна 540. Найдите \( |z| \).",4
x,x
"Каждое утро Ая идёт на 9-километровую прогулку, после которой останавливается в кофейне. Когда она идёт с постоянной скоростью s км/ч, прогулка занимает у неё N часов, включая t минут, проведённых в кофейне. Когда она идёт со скоростью s+2 км/ч, прогулка занимает 2 часа 24 минуты, включая t минут, проведённых в кофейне. Предположим, Ая идёт со скоростью s+1/2 км/ч, и тогда прогулка занимает у неё 204 минуты, включая t минут, проведённых в кофейне. Найдите N.",4
x,x
"Рассмотрим монотонные пути, которые движутся только вправо или вверх из левого нижнего угла в правый верхний угол на сетке N×N. Среди этих путей предположим, что количество путей, изменяющих направление ровно четыре раза, равно 294. Найдите N.",8
x,x
"Пусть B — множество прямоугольных параллелепипедов с площадью поверхности $N$ и объёмом 23. Пусть $r$ — радиус наименьшей сферы, которая может содержать каждый из прямоугольных параллелепипедов, принадлежащих B. Предположим, что $r^2 = 657/64$. Найдите $N$.",54                                     
x,x
"Пусть треугольник ABC имеет центр описанной окружности O и центр вписанной окружности I, причём IA перпендикулярно OI, радиус вписанной окружности равен 6, а произведение AB·AC = 468. Найдите радиус описанной окружности.",13
x,x
x,x
x,x
"Пусть $A$, $B$, $C$ и $D$ — точки на гиперболе $\frac{x^2}{N} - \frac{y^2}{24} = 1$ такие, что $ABCD$ — ромб, диагонали которого пересекаются в начале координат. Наибольшее действительное число, которое меньше $BD^2$ для всех таких ромбов, равно 480. Найдите $N$.",20
"Список положительных целых чисел обладает следующими свойствами:  
- Единственный модой списка является число 9.  
- Медиана списка — положительное целое число, которое не встречается в самом списке.  
- Сумма квадратов всех элементов списка равна 236.  
Найдите сумму элементов списка.",30
"Среди 900 жителей города Аймвилл 195 человек владеют кольцом с бриллиантом, 367 — набором гольф-клубов и 562 — садовой лопатой. Кроме того, каждый из 900 жителей владеет пакетом конфет в форме сердечек. Известно, что 234 жителя владеют ровно тремя из этих вещей, а число жителей, владеющих всеми четырьмя вещами, составляет 73. Найдите количество жителей Аймвилл, которые владеют ровно двумя из этих вещей.",437
"Пусть ABC — треугольник, вписанный в окружность ω. Пусть касательные к ω в точках B и C пересекаются в точке D, а прямая AD пересекает ω в точке P. Известно, что BC = 9, AC = 10 и AP = 100/13. Найдите AB.",5
"Тор T образован вращением окружности радиуса 3 вокруг лежащей в одной плоскости оси, находящейся на расстоянии 6 от центра этой окружности. Пусть S — сфера. Когда тор T помещается внутрь сферы S, он касается её изнутри по окружности радиуса r_i; когда тор T помещается снаружи сферы S, он касается её снаружи по окружности радиуса r_o. Известно, что r_i - r_o = 99/28. Найдите радиус сферы S.",11
x,x
"Прямоугольники ABCD и EFGH построены таким образом, что точки D, E, C, F лежат на одной прямой. Также точки A, D, H, G лежат на одной окружности. Если BC = 16, AB = 107, CE = 104 и EF = 184, то чему равна длина FG?",17
x,x
