毎朝アヤは9キロメートルの散歩をしてから、その後カフェでコーヒーを飲む。彼女が時速 $ s $ キロメートルの一定の速さで歩くと、散歩に休憩時間を含めて4時間かかり、この間にカフェでの滞在時間は $ t $ 分である。彼女が時速 $ s+\frac{1}{2} $ キロメートルで歩くと、散歩には3時間24分かかり、このときもカフェでの滞在時間は $ t $ 分である。アヤが時速 $ s+2 $ キロメートルで歩く場合、散歩にかかる時間（カフェでの $ t $ 分を含む）は何分になるかを求めよ。,180,144,160,120,B
5694は、その数字のいずれか1つを1に置き換えたときにできる数がすべてNで割り切れるという性質を持つ、最大の4桁の正の整数である。Nを求めよ。,9,3,7,5,C
N×Nのグリッド上において、左下の角から右上の角へ向かう長さ2Nの経路を考える。このような経路のうち、方向をちょうど4回変える経路の数が294であるとき、Nの値を求めよ。 ,6,7,9,8,D
ある正の整数 n が存在して n⁴ + 1 が p² で割り切れるような最小の素数を p とする。このとき、m⁴ + 1 が p² で割り切れるような最小の正の整数 m を求めよ。,x,x,x,x,x
表面積が54で体積が23である直方体の集合を $\mathcal{B}$ と定める。$\mathcal{B}$ の各直方体を包含できる最小の球の半径を $r$ とする。このとき、$r^2$ は $\frac{p}{q}$ （ただし、$p$ と $q$ は互いに素な正の整数）と表せる。$p+q$ の値を求めよ。 ,x,x,x,x,x
固定された正12角形の内部において、各辺が正12角形の辺または対角線上にある長方形がいくつ作れるかを求める。下の図はそのような長方形のうち3つを示している。,x,x,x,x,x
三角形 $ \triangle ABC $ 中，设外心为 $ O $，内心为 $ I $，已知 $ \overline{IA} \perp \overline{OI} $，外接圆半径为 $ 13 $，内切圆半径为 $ 6 $。求 $ AB \cdot AC $ 的值。 ,x,x,x,x,x
"$N \times N$ 個の区別できない白いチップと $N \times N$ 個の区別できない黒いチップがある。次の条件を満たすように、これらのチップの一部を $N \times N$ のグリッドの単位セルに配置する方法の数は $902$ である。
- 各セルには最大で1つのチップが置かれる
- 同じ行に含まれるすべてのチップおよび同じ列に含まれるすべてのチップは、それぞれ同じ色を持つ
- グリッド上にさらに1つチップを追加すると、上記のいずれかの条件が破られる

このとき、$N$ を求めよ。",7,4,6,5,D
2以上の整数 $b$ について、$n$ を$b$進法で表すとちょうど2桁で、しかもその2つの桁の和が$\sqrt{n}$に等しい正の整数$n$を$b$\textit{-eautiful}（$b$-美しい）と定義する。例えば、81は13-eautifulである。なぜなら $81=\underline{6}\underline{3}_{13}$ と表され、$6+3=\sqrt{81}$ となるからである。このような$b$-beautifulな整数が10個より多くあるような最小の整数$b \geq 2$を求めよ。 ,x,x,x,x,x
すべての対辺が平行である凸な正六角形ABCDEFがある。線分AB、CD、EFを延長してできる三角形の3辺の長さがそれぞれ200、240、およびNであり、この六角形の一辺の長さは80である。Nの値を求めよ。 ,280,300,220,260,B
A、B、C、D を双曲線 $\frac{x^2}{N} - \frac{y^2}{24} = 1$ 上の点とし、ABCD が対角線が原点で交わるひし形であるとする。すべてのこのようなひし形について、常に $BD^2$ より小さい最大の実数が 480 である。このとき $N$ の値を求めよ。 ,10,40,20,30,C
"正の整数から構成されるリストが以下の性質を有する。

・リスト内の全ての要素の平方和は236である。

・リストの唯一の最頻値（モード）は9である。

・リストの中央値は、リストに現れない正の整数である。

このリストの要素の和を求めよ。",25,30,40,35,B
Aimevilleには900人の住民がいます。そのうち367人はゴルフクラブ一式を持っており、562人は庭のスコップを持っています。また、全900人がキャンディーハートの袋を1つずつ持っています。437人の住民はこれら4つのものの中からちょうど2つを持っており、234人の住民はちょうど3つを持っています。これら4つのものをすべて持っている住民の数は73人です。ダイヤモンドの指輪を持っている人の数を求めてください。 ,300,195,120,250,B
三角形 $ABC$ 内接于圆 $\omega$。设圆 $\omega$ 在点 $B$、$C$ 处的切线相交于点 $D$，直线 $AD$ 与圆 $\omega$ 再次相交于点 $P$。已知 $AB = 5$、$AP=\frac{100}{13}$、$AC = 10$，求 $BC$ 的长度。 ,8,11,7,9,D
トーラス $ T $ は、中心から距離 $ 6 $ の位置にある軸の周りを半径 $ 3 $ の円が回転することによってできる曲面であり、その形状はドーナツのようである。半径 $ N $ の球 $ S $ を考える。トーラス $ T $ を球 $ S $ の内側に配置すると、$ T $ は $ S $ に内接し、半径 $ r_i $ の円に沿って接する。また、トーラス $ T $ を球 $ S $ の外側に配置すると、$ T $ は $ S $ に外接し、半径 $ r_o $ の円に沿って接する。このとき、半径の差 $ r_i - r_o $ が $ \frac{99}{28} $ であるとき、球の半径 $ N $ を求めよ。 ,11,9,10,12,A
ABCDを、AB = CD = √41、AC = BD = √80、BC = AD = √N を満たす四面体とする。この四面体の内部に、四面体の各面までの距離がすべて等しい点Iが存在する。この等しい距離は 20√21 / 63 である。Nを求めよ。,89,79,109,99,A
"長方形 $ABCD$ と $EFGH$ が、$D, E, C, F$ が同一直線上に位置するように描かれている。さらに、点 $A, D, H, G$ はすべて一つの円周上に存在する。$BC = 16$、$AB = 107$、$CE = 104$、$EF = 184$ の場合、$FG$ の長さを求めよ。",15,19,21,17,D
"$\omega \neq 1$ を13乗根のうち1以外のものとする。このとき、
\[ \prod_{k=0}^{12}(2 - 2\omega^k + \omega^{2k}) \]
を1000で割った余りを求めよ。",x,x,x,x,x
