"When preparing graphene nanomaterials, laser scattering technology is used to monitor the agglomeration degree of nanoparticles. During the growth stage of the agglomeration index, when the scattered light intensity reaches the detection threshold, the number of particle agglomerates $Y_t$ and the ultrasonic treatment time $t$ (in minutes) satisfy the relationship $\lg Y_t=t\cdot\lg(1 + k)+\lg Y_0$, where $Y_0$ is the initial number of particles and $k$ is the agglomeration rate constant. Now, for a sample, after 6 minutes of ultrasonic treatment, the number of agglomerates becomes 100 times the initial number. Then the agglomeration rate constant $k =$ ___%. (Keep one decimal place in the result. Reference data: $10^{\frac{1}{3}}\approx2.154$, $10^{\frac{1}{4}}\approx1.778$)",115.4
"There is a function \(f(x)=\frac{1}{3}ax^{3}-x^{2}+a^{2}x + 1\). When the independent variable \(x\) takes the value of \(1\), the function \(f(x)\) achieves a maximum value. Then the value of \(a\) is ___.",-2
"There are 6 cards. The front sides of these cards are written with the numbers 1, 2, 3, 4, 5, and 6 respectively, while the back sides are all written with the number 7. Initially, these cards are placed in a row with the front sides facing up in order. That is, the card written with the number $\mathrm{i(i = 1,2,3,4,5,6)}$ is placed at the $i$-th position. Then roll a fair die. If the number of points on the upward side of the die is $n$, turn over the card at the $n$-th position and then put it back in its original place. Conduct such an experiment 3 times. It is found that the sum of the numbers on the upward sides of the cards is an even number. Under this condition, what is the probability that the number of points on the die is exactly 3 once?",\frac{1}{3}
"Given that the radius of the Monge circle corresponding to the ellipse \(\frac{x^2}{3}+y^2 = 1\) is calculated by \(\sqrt{3 + 1}\), and the result is 2. That is, the equation of the Monge circle is \(x^2 + y^2 = 4\). Now there is a circle with the equation \((x - 2)^2 + (y - b)^2 = 9\). This circle and the above Monge circle have exactly one common point. Then the value of the real number \(b\) is _____.",\(\pm\sqrt{21}\)
"There is a rhombus $ABCD$ with a side length of $1$, and the degree of $\angle DAB$ is $60^{\circ}$. Point $E$ is the mid - point of side $BC$. The line segment $AE$ and the line segment $BD$ intersect at point $F$. Then the value of $\overrightarrow{AF}\cdot\overrightarrow{AB}$ is equal to ___",\frac{5}{6}
"On the interval [-2π, 2π], find the number of intersection points of the graph of the function y = sin2x and the graph of the function y = sin(x/2). The number is ___.",9
"There are 6 cards. The front sides of these cards are written with the numbers 1, 2, 3, 4, 5, 6 respectively, while the back sides are all written with the number 7. Initially, these cards are arranged in a row with the front sides facing up, and the card placed in the $i$-th position is exactly the one written with the number $i (i = 1, 2, 3, 4, 5, 6)$. Then roll a fair die. If the number of points on the upward side of the die is $n$, turn over the card in the $n$-th position and then put it back to its original place. Conduct such an experiment 3 times. It is found that the sum of the numbers on the upward sides of the cards is an even number. Under this condition, what is the probability that the number of points on the die is exactly 3 once?",\frac{1}{3}
"Given that there are two positive real numbers a and b, that is, a > 0 and b > 0, and the sum of these two numbers is 2, that is, a + b = 2, then the maximum value that ab can take is ___.",1
"In March 2011, the northeastern sea area of Japan was hit by an earthquake with a magnitude of 9.0 on the Richter scale. On May 12, 2008, an earthquake with a magnitude of 8.0 on the Richter scale occurred in Wenchuan, China. Then the energy released by the earthquake in the northeastern sea area of Japan is ___ times that of the Wenchuan earthquake (accurate to 1). (Note: lgE = 4.8 + 1.5M, √2 ≈ 1.414, √10 ≈ 3.162)",32
"A set operation is defined. It is stipulated that $A*B$ is a set composed of elements that belong to set $A$ but do not belong to set $B$. Now, given that set $A = \{1, 3, 5, 7\}$ and set $B = \{2, 3, 5\}$, then the number of subsets of set $A*B$ is ____.",4
"Given a function \(f(x)=\frac{\log_a x}{x^a}\) (where \(a\) satisfies \(a > 0\) and \(a\neq1\)), this function has a minimum value \(M(a)\). Then as the value of \(a\) changes, \(M(a)\) has a ___ value.",maximum
"In a large batch of parts, there is a quality index ξ (in millimeters), which follows a normal distribution N(5.40, 0.05²). Now randomly select N parts from this batch, and it is found that exactly 45 parts among these N parts have a quality index ξ within the interval (5.35, 5.55). Take the value of N that maximizes P(K = 45) as the estimated value of N. Then N = ___",53
"Given that there are two real numbers a and b, and their values are both greater than 0, then what is the minimum value of (a + b)×\(\left(\frac{1}{a}+\frac{1}{b}\right)\)?",4
x,x
"Given that there is a combinatorial number identity \(5\mathrm{C}_{8}^{5}=8\mathrm{C}_{7}^{4}\) which holds true, then what is the value of \(\mathrm{C}_{8}^{5}\)? The blank should be filled with ___",56
"In a mathematical context, if the sum of all binomial coefficients in the expansion of the expression \((8 - \sqrt{7}\,x)^n\) is 32, then the coefficient of the term \(x^4\) in this expansion is ___.",1960
"There is a right triangular prism ABC - A₁B₁C₁. In triangle ABC, a, b, and c are the sides corresponding to angles A, B, and C respectively, and they satisfy b times the cosine of angle C plus c times the cosine of angle B equals a times the sine of angle A. Also, a equals the square root of 2bc and its value is 1. If this right triangular prism ABC - A₁B₁C₁ has an inscribed sphere, then the value of AA₁ is ___.",√2 - 1
"In a cow breeding base, there are 126 cows of breed A, 84 cows of breed B, and 42 cows of breed C. Now, it is planned to use stratified sampling to select 12 cows from the total of 252 cows. Then, the number of cows of breed A that should be selected is ___.",6
"In triangle $\mathrm{ABC}$, the sides corresponding to the three interior angles $\mathrm{A}$, $\mathrm{B}$, and $\mathrm{C}$ are denoted as $\mathrm{a}$, $\mathrm{b}$, and $\mathrm{c}$ respectively. It is known that the length of one side $\mathbf{b}$ is 7, the degree of angle $\mathbf{B}$ is $60^{\circ}$, and the area $S_{\triangle ABC}$ of triangle $\mathrm{ABC}$ is $6\sqrt{3}$. What is the perimeter of triangle $\mathrm{ABC}$?",18
"On the number line, there is a particle initially located at the position \(x = 0\). Each time this particle moves, it has the same probability of moving one unit length to the left or to the right. Now, it is known that after the 10th movement, it reaches the position \(x = 6\) for the first time. Then what is the probability that it never returns to the origin during the entire movement process? (Express the result as the simplest fraction)",13/27
"Use the four numbers 1, 2, 3, and 12 to form a five - digit number (each number can only be used once). Then how many different five - digit numbers can be formed?",21
"There is a rhombus $ABCD$ with a side length of $1$, and the degree of $\angle DAB$ is $60^{\circ}$. Point $E$ is at the mid - point of side $BC$. $AE$ and $BD$ intersect at point $F$. Then the value of $\overrightarrow{AF}\cdot\overrightarrow{AB}$ is ___.",\frac{5}{6}
"Given a hyperbola $\mathbf{C}:{\frac{\mathbf{y}^{2}}{5}}-{\frac{\mathbf{x}^{2}}{6}}=1$, what is the eccentricity of this hyperbola?",$\frac{\sqrt{55}}{5}$
"If there is a set of data $2x_{1},2x_{2},\dots,2x_{16}$ and its variance is 8, then what is the variance of the data $x_{1},x_{2},\dots,x_{16}$?",2
"There is a set A, which consists of all points (x, y) that satisfy the conditions x = 4 - 2n, y = 5 - n, and n, x, y all belong to the set of natural numbers. Then the number of elements in set A is ___.",3
"In triangle ABC, if angle A is greater than angle B, then what is the size relationship between sinA and sinB? sinA ____ sinB",>
There is a cube container with an edge length of 4 cm (ignoring the thickness of the container wall). Two iron balls with the same radius are placed in this cube container. Then what is the maximum value that the radius of the iron ball can reach in cm?,3 - √3
"There is a cone SO. The length of the radius OA of its base circle is 1. When the lateral surface of this cone is unfolded, the area of the resulting planar figure is 3π. Then the volume of this cone is ___π.",\frac{2\sqrt{2}}{3}
"Given that there are two positive numbers \(a\) and \(b\), and the sum of \(a\) and \(b\) is equal to 4, then the minimum value of the sum of the square of \(a\) and the square of \(b\) is ___.",8
"If a complex number \(z\) satisfies \(\frac{z + 2}{z}=2 - \mathrm{i}\), then the complex number \(z=\)______",1+\mathrm{i}
