"При изготовлении графеновых наноматериалов требуется применить технологию лазерного рассеяния для мониторинга степени агрегации наночастиц. На стадии роста агрегационного индекса, когда интенсивность рассеянного света достигает порога детектирования, между количеством частиц - агрегатов $Y_t$ и временем ультразвуковой обработки $t$ (в минутах) существует соотношение $\lg Y_t = t\cdot\lg(1 + k)+\lg Y_0$, где $Y_0$ - начальное количество частиц, а $k$ - константа скорости агрегации. Есть образец, после 6 - минутной ультразвуковой обработки количество агрегатов стало в 100 раз больше, чем начальное количество. Тогда константа скорости агрегации $k =$ ___%. (Результат округлить до одного знака после запятой. Справка: $10^{\frac{1}{3}}\approx 2.154$, $10^{\frac{1}{4}}\approx 1.778$)",11.5,177.8,115.4,215.4,C
"Дана функция $f(x)=\frac{1}{3}ax^{3}-x^{2}+a^{2}x+1$. Если при $x = 1$ функция $f(x)$ достигает максимального значения, то значение $a$ равно___",-2,1,0,2,A
"Есть 6 карточек. На их лицевой стороне написаны числа 1, 2, 3, 4, 5, 6, а на оборотной - число 7. Сначала эти карточки выложены лицевой стороной вверх в таком порядке, что на $i$-ой позиции лежит карточка с цифрой $\mathrm{i(i = 1,2,3,4,5,6)}$. Затем бросают правильный кубик. Если выпавшее на кубике число равно $n$, то карточку на $n$-ой позиции переворачивают и возвращают на то же место. Этот эксперимент проводится 3 раза, и в результате сумма чисел на лицевых сторонах карточек оказывается четной. Найти вероятность того, что на кубике ровно один раз выпало число 3.",\(\frac{1}{4}\),\(\frac{3}{7}\),\frac{1}{3},\(\frac{2}{5}\),C
"Известно, что радиус окружности Монжа, соответствующей эллипсу \(\frac{x^2}{3}+y^2=1\), вычисляется по формуле \(\sqrt{3 + 1}\), и этот радиус равен 2. Таким образом, уравнение окружности Монжа записывается как \(x^2 + y^2 = 4\). Предположим, что есть окружность с уравнением \((x - 2)^2 + (y - b)^2 = 9\), которая имеет ровно одну общую точку с окружностью Монжа, описанной выше. Тогда значение вещественного числа \(b\) равно _____.",\(\pm\sqrt{21}\),\(\pm\sqrt{23}\),\(\pm\sqrt{19}\),\(\pm\sqrt{15}\),A
"Дан ромб $ABCD$, у которого длина стороны равна 1, и $\angle DAB = 60^{\circ}$. Точка $E$ - середина стороны $BC$, отрезки $AE$ и $BD$ пересекаются в точке $F$. Найти значение скалярного произведения $\overrightarrow{AF}\cdot\overrightarrow{AB}$.",\(\frac{1}{2}\),\(\frac{3}{4}\),\frac{5}{6},\(\frac{2}{3}\),C
"На промежутке $[-2\pi,2\pi]$ определите количество точек пересечения графика функции $y = \sin2x$ и графика функции $y = \sin(\frac{x}{2})$.",10,8,7,9,D
"Есть 6 карточек. На их лицевой стороне написаны числа 1, 2, 3, 4, 5, 6, а на оборотной - число 7. Сначала эти карточки выкладываются лицевой стороной вверх в ряд таким образом, что на i - й позиции стоит карточка с числом i (i = 1, 2, 3, 4, 5, 6). Затем бросают правильный кубик. Если выпавшее на кубике число равно n, то карточку на n - й позиции переворачивают и возвращают на то же место. Этот эксперимент проводится 3 раза. Если в результате сумма чисел на верхних сторонах карточек оказывается четной, то найти вероятность того, что на кубике ровно один раз выпало число 3.",\frac{2}{5},\frac{1}{3},\frac{1}{4},\frac{1}{5},B
"Даны два положительных вещественных числа a и b, причем a > 0, b > 0, и сумма этих двух чисел составляет 2, то есть a + b = 2. Тогда максимальное значение, которое может иметь произведение ab, равно ____.",4,2,3,1,D
"В марте 2011 года северо - восточные морские районы Японии столкнулись с землетрясением магнитуды 9,0 по шкале Рихтера. 12 мая 2008 года в Вэньчжуане нашей страны произошло землетрясение магнитуды 8,0 по шкале Рихтера. Во сколько раз энергия, высвобожденная при землетрясении в северо - восточных морских районах Японии, больше энергии, высвобожденной при землетрясении в Вэньчжуане (округлить до целого)? (Примечание: lgE = 4,8 + 1,5M, √2≈1,414, √10≈3,162)",16,64,32,20,C
"Определена некоторая операция над множествами. По определению, множество $A*B$ состоит из тех элементов, которые входят в множество $A$, но не входят в множество $B$. Задано, что множество $A = \{1, 3, 5, 7\}$, а множество $B = \{2, 3, 5\}$. Тогда количество подмножеств множества $A*B$ равно ___",16,4,2,8,B
"Дано, что функция $f(x)=\dfrac{\log_a x}{x^a}$, где $a\in(0,1)\cup(1,+\infty)$. Эта функция имеет минимальное значение $M(a)$. Тогда, при изменении значения $a$, $M(a)$ имеет ___ значение.","ни максимального, ни минимального",не имеет,максимальное,минимальное,C
"В партии деталей, имеющей очень большое количество, есть один показатель качества ξ (в миллиметрах), который распределен по нормальному закону N(5.40,0.05²). Сейчас из этой партии деталей случайно выбирается N деталей. Оказалось, что среди этих N деталей ровно 45 деталей имеют показатель качества ξ, принадлежащий интервалу (5.35,5.55). В качестве оценки N берется значение N, при котором P(K = 45) достигает наибольшего значения. Тогда N = ___",53,50,55,60,A
Даны два положительных вещественных числа a и b. Тогда минимальное значение выражения (a + b)×\(\left(\frac{1}{a}+\frac{1}{b}\right)\) равно ___,5,4,3,2,B
x,x,x,x,x
"Известно, что выполняется тождество сочетаний $5\mathrm{C}_{8}^{5}=8\mathrm{C}_{7}^{4}$. Каково значение $\mathrm{C}_{8}^{5}$?",28,70,56,35,C
"В математической ситуации, если сумма всех биномиальных коэффициентов в разложении выражения \((8 - \sqrt{7}\,x)^n\) равна 32, то коэффициент при члене \(x^4\) в этом разложении равен ___",1960,2560,1280,3024,A
"Дан прямой треугольный призма ABC - A₁B₁C₁. В треугольнике ABC, a, b, c - это стороны, соответствующие углам A, B, C соответственно. Имеем равенство b * cos(C) + c * cos(B) = a * sin(A), причем a = √(2bc) = 1. Если у данного прямого треугольного призмы ABC - A₁B₁C₁ есть вписанная сфера, то чему равно значение AA₁?",√2 + 1,√2 - 1,√2,1,B
"В ферме по разведению коров имеется 126 голов коров породы A, 84 голов коров породы B и 42 головы коров породы C. Сейчас планируется применить метод стратифицированной выборки для отбора 12 голов из этих 252 коров. Сколько голов коров породы A необходимо отобрать? ",10,8,6,4,C
"В треугольнике $\mathrm{ABC}$ сторонам, соответствующим трем внутренним углам $\mathrm{A}$, $\mathrm{B}$, $\mathrm{C}$, присвоены обозначения $\mathrm{a}$, $\mathrm{b}$, $\mathrm{c}$ соответственно. Известно, что длина стороны $\mathbf{b}$ равна $7$, угол $\mathbf{B}$ равен $60^{\circ}$, а площадь треугольника $\mathrm{ABC}$ $S_{\triangleABC}$ равна $6\sqrt{3}$. Найти периметр треугольника $\mathrm{ABC}$. ",18,22,15,20,A
"На числовой оси расположена частица, изначально находящаяся в точке x = 0. При каждом движении эта частица с равной вероятностью перемещается на один единичный отрезок влево или вправо. Известно, что впервые она достигла положения x = 6 после 10 - го движения. Тогда вероятность того, что во время всего движения она не вернулась в начало координат, равна ___ (выразить в виде несократимой дроби).",3/8,7/20,13/27,5/16,C
"Сколько различных пятизначных чисел можно образовать, используя цифры 1, 2, 3 и 12 (при этом каждая цифра может быть использована только один раз)?",15,21,25,30,B
"Дан ромб $ABCD$ со стороной длиной $1$, при этом $\angle DAB = 60^{\circ}$. Точка $E$ - середина стороны $BC$. Диагонали $AE$ и $BD$ пересекаются в точке $F$. Найти значение $\overrightarrow{AF}\cdot\overrightarrow{AB}$ ___",\(\frac{1}{2}\),\frac{5}{6},\(\frac{2}{3}\),\(\frac{3}{4}\),B
Дана гипербола $\mathbf{C}:{\frac{\mathbf{y}^{2}}{5}}-{\frac{\mathbf{x}^{2}}{6}}=1$. Какова ее эксцентриситет?,\frac{\sqrt{55}}5,\(\frac{\sqrt{11}}{1}\),\(\frac{\sqrt{66}}{6}\),\(\frac{\sqrt{30}}{5}\),A
"Предположим, что имеется набор данных $2x_{1},2x_{2},\dots ,2x_{16}$, причем его дисперсия равна 8. Тогда дисперсия данных $x_{1},x_{2},\dots ,x_{16}$ составляет ___",2,1,4,8,A
"Есть множество A, которое состоит из всех точек (x,y), для которых выполняются условия x = 4 - 2n, y = 5 - n, при этом n, x, y являются натуральными числами. Сколько элементов имеет множество A?",4,2,3,5,C
"В треугольнике ABC, если угол B меньше угла A, то какое соотношение между sinA и sinB: sinA ____ sinB.",>,≥,<,≤,A
Есть кубический контейнер с ребром длиной 4 см (не учитывая толщины стенок контейнера). В этом кубическом контейнере помещены два железных шара одинакового радиуса. Какое максимальное значение радиуса этих железных шаров в сантиметрах может быть? ,2,\(\sqrt{3}\),2 - \(\sqrt{2}\),3-\sqrt{3},D
"Дан конус SO, радиус основания конуса OA равен 1. Если боковую поверхность этого конуса развернуть на плоскость, то площадь получившейся плоской фигуры будет равна 3π. Тогда объем этого конуса равен ___π",\frac{\sqrt{2}}{3},\frac{4\sqrt{2}}{3},\frac{2\sqrt{2}}{3},\sqrt{2},C
"Даны два положительные числа \(a\) и \(b\), при этом \(a + b = 4\). Тогда минимальное значение \(a^2 + b^2\) равно ___",8,9,6,7,A
Пусть для комплексного числа \(z\) выполняется равенство \(\frac{z + 2}{z}=2 - \mathrm{i}\). Тогда комплексное число \(z=\)______,2 + i,2 - i,1 - i,1+\mathrm{i},D
