"Функция \( y = \log_a x \) （ \( a > 0 \), \( a \neq 1 \) ） называется...?",логарифмической функцией
Прямая уравнение вида y = kx + b называется как?,Уравнение в наклонно - отрезковом виде
Равенство P(A|B) = P(A)P(B|A) / P(B) называется чем?,Формула Байеса
"В общем виде последовательности \( a_1, a_2, a_3, \ldots \) что называется \( a_n \)?",Общий член
"Что называется прямой, имеющей только одну общую точку с окружностью?",касательная к окружности
"Что называется вещественным числом x, при котором f(x) = 0?",Нулями функции f
"Свойство, которое удовлетворяет неравенству 0 ≤ P(A) ≤ 1 для вероятности, называется как?",Негативность
"Когда Δ < 0, как обстоят дела с вещественными корнями уравнения?",Без вещественных корней
Функция y = a^x (a > 0 и a ≠ 1) называется...?,Показательной функцией
"Возведение в степень с основанием, равным натуральной константе e, называется...?",экспоненциальной функцией с основанием e
"Комплексные числа с действительной частью, равной 0, и мнимой частью, не равной 0, называются чем?",Чистые мнимые числа
В рекуррентном соотношении для сочетаний C_n^m + C_n^{m+1} = ? чему равно выражение вместо вопросительного знака?,C_{n+1}^{m+1}
Выражение Δ = b² - 4ac называется чем?,Дискриминант
"Множество, состоящее из всех решений уравнения, называется...?",Множество решений уравнения
Что равно $A_n^n$?,n!
"Когда \(n\) - натуральное число, \((a + b)^n = C_n^0 a^n + C_n^1 a^{n - 1}b+\cdots + C_n^k a^{n - k}b^k+\cdots + C_n^n b^n\). Какое название имеет этот результат?",Теорема о биноме
"Что называется множеством точек в пространстве, равноотстоящих от заданной точки на заданное расстояние?",Сфера
Из $n$ различных объектов выбираются $m$ объектов. Как обозначается число сочетаний?,$C_{n}^m$
Что является необходимым и достаточным условием для касания окружности и прямой?,Расстояние от центра окружности до прямой равно радиусу
"Что называется перестановкой, когда m = n?",Полная перестановка
"Неравенство вида $ ax^2 + bx + c > 0 $ (или $ < 0 $, $ \geq 0 $, $ \leq 0 $), где $ a \neq 0 $, называется...?",Квадратным неравенством первого порядка
"Равенство, содержащее буквы, которое остается верным при любых действительных значениях этих букв, называется...?",тождеством
Длина фокального расстояния гиперболы равна?,2c
Арифметический квадратный корень дисперсии называется чем?,Стандартное отклонение
Дискриминант Δ квадратного уравнения равен чему?,b² - 4ac
"Как называется прямая, имеющая две общие точки с окружностью?",Секущая окружности
"В формуле нахождения корней квадратного уравнения, чему обозначается b² - 4ac?",Δ
Какие законы операции выполняются при сложении векторов в пространстве?,Закон коммутативности и закон ассоциативности
"Что называется значением неизвестной, которое делает левую и правую части уравнения равными?",Решение (корень) уравнения
"Чем называется число вида z = a + bi (a, b ∈ R)?",Комплексное число
