تُسمى الدالة $ y = \log_a x $ (حيث $ a > 0 $، $ a \ne 1 $) دالة لوغاريتمية,دالة لوغاريتمية
تُعرف المعادلة الخطية التي على الشكل y = kx + b بالصيغة الميل-تقاطع,الصيغة الميل-تقاطع
العلاقة P(A|B) = P(A)P(B|A) / P(B) تُسمى بـ,صيغة بايز
"في الشكل العام للمتتابعة a₁, a₂, a₃, …، ماذا يُسمّى الحد aₙ؟",الحد العام
يُعرف الخط المستقيم الذي يلتقي مع الدائرة في نقطة واحدة فقط بـ,مستمِس الدائرة
يُسمى العدد الحقيقي x الذي يحقّق المعادلة f(x)=0,جذر الدالة f
تُعرف الخاصية التي تضمن أن الاحتمال الشرط 0 ≤ P(A) ≤ 1 باسم الخاصية الإيجابية,الإيجابية
عندما يكون Δ<0، ما طبيعة الجذور الحقيقية للمعادلة؟,لا توجد جذور حقيقية
الدالة $ y = a^x $ حيث $ a > 0 $ و $ a \ne 1 $ تُعرف بدالة أسية,دالة أسية
يُسمى الأس الذي يكون فيه العدد النيبيري e أساسًا بـ,e أسّي
ما هو العدد المركب الذي يكون جزؤه الحقيقي صفرًا وجزؤه التخيلي غير صفري؟,عدد تخيلي صرف
في علاقة التكرار للعدد التوافقي $ C_n^m + C_n^{m+1} = ? $، ما القيمة التي توضع مكان علامة الاستفهام؟,$ C_{n+1}^{m+1} $
يُسمى التعبير Δ=b²-4ac بـ,المميز
ما اسم مجموعة جميع الحلول لمعادلة؟,مجموعة حل المعادلة
ما قيمة A_n^n؟,n!
عندما يكون n عددًا صحيحًا موجبًا، فإن (a+b)^n = C_n^0 a^n + C_n^1 a^{n-1}b + ... + C_n^k a^{n-k}b^k + ... + C_n^n b^n تُسمى هذه النتيجة باسم ماذا؟,نظرية ذات الحدين
مجموعة النقاط في الفضاء التي تبعد مسافة ثابتة عن نقطة معينة تسمى ماذا؟,سطح كرة
يُرمز لعدد التوافيق لاختيار m من n كائنات مختلفة بالرمز,C_n^m
الشرط اللازم والكافي لمسّ دائرة لخط مستقيم هو أن يساوي البعد بين مركز الدائرة والخط المستقيم نصف قطر الدائرة,البعد من مركز الدائرة إلى الخط المستقيم يساوي نصف القطر
عندما يكون m يساوي n، ما اسم الترتيب؟,الترتيب الكامل
تُعرف الصيغة ax²+bx+c>0 (أو <0، ≥0، ≤0)، حيث a≠0، بـ,الدالة التربيعية أحادية المتغير
يُعرف التعبير الذي يحتوي على حروف ويبقى صحيحًا لأي قيم حقيقية تُعطى لهذه الحروف بأنه تعبير متطابق,التعبير المتطابق
ما هو طول البعد البؤري للقطع الزائد؟,2c
ما اسم الجذر التربيعي للتباين؟,الانحراف المعياري
ما قيمة المميز Δ في المعادلة التربيعية من الدرجة الأولى؟,b²-4ac
يُسمى الخط الذي يقطع الدائرة في نقطتين,割线
في صيغة حل المعادلة التربيعية، ما اسم الرمز الذي يُستخدم للتعبير عن \( b^2 - 4ac \)؟,Δ
يُحقق جمع المتجهات الفراغية خاصيتي التبادل والجمع,
ما القيمة التي تُحقِّق تساوي طرفي المعادلة بالنسبة للمجهول؟,الحل (أو الجذر) للمعادلة
"تُعرف الأعداد على الشكل z = a + bi (حيث a,b ∈ R) بالأعداد المركبة",الأعداد المركبة
