関数 $ y = \log_a x $（$ a > 0 $，$ a \neq 1 $）はどのような名称で呼ばれますか？,べき関数,指数関数,対数関数,三角関数,C
y = kx + b の形をした直線の方程式は、何と名付けられていますか？,切片式方程式,傾き切片式方程式,点傾き式方程式,二点式方程式,B
等式P(A|B) = P(A)P(B|A) / P(B)被称作什么呢？ ,ベイズの公式,全確率の公式,加法公式,乗法公式,A
"数列の一般形 $ a_1, a_2, a_3, \cdots $ では、$ a_n $ は何と呼ばれますか？",中項,後項,一般項,前項,C
円と共有点がただ一つだけある直線は何と呼ばれますか？,円の接線,円の割線,円の弦,円の半径,A
関数f(x)の値を0にする実数xは何と呼ばれますか？,関数fの最大最小点,関数fの零点,関数fの停留点,関数fの極値点,B
確率が 0 ≤ P(A) ≤ 1 という性質を満たすことを何と呼ばれますか？,非負性,有限加法性,可算加法性,正規性,A
Δ < 0 の場合、方程式の実数解の状況はどうなりますか？,2つの等しい実数解がある,1つの実数解がある,2つの異なる実数解がある,実数解がない,D
関数 y = a^x（a > 0 且 a ≠ 1）はどのような名称で呼ばれますか？,対数関数,べき関数,三角関数,指数関数,D
自然対数の底 e を底とする指数関数は何と呼ばれますか？ ,対数指数,e 指数,冪指数,π 指数,B
実部が0で、虚部が0ではない複素数は何と呼ばれますか？,実数,零虚数,実虚数,純虚数,D
組み合わせ数の漸化式 \( C_n^m + C_n^{m+1} \) の結果は何になるか、つまり、この式の右辺にはどの項を入れるべきですか？ ,C_{n - 1}^{m+1},C_{n}^{m + 2},C_{n+1}^{m},C_{n+1}^{m+1},D
式Δ = b² - 4acは何と呼ばれるのですか？,係数,判別式,定数,根番号式,B
1つの方程式のすべての解から構成される集合は何と呼ばれますか？,方程式の解集,方程式の根の集合,方程式の解群,方程式の解クラスター,A
$A_n^n$は何に等しいですか？（此题目本身表述较为简洁规范，若严格按要求不改变任何内容，只能是原样呈现，若可适当微调表述，也可写成：$A_n^n$はどんな値に等しいですか？ ） ,n(n - 1),nの階乗,(n + 1)の階乗,(n - 1)の階乗,B
正の整数 $n$ の場合、$(a + b)^n = C_n^0 a^n + C_n^1 a^{n - 1}b + \cdots + C_n^k a^{n - k}b^k + \cdots + C_n^n b^n$ という結論は何と呼ばれていますか？,等比数列の定理,三角関数の定理,二項定理,等差数列の定理,C
空間内で、定点からの距離が定長に等しい点の集合は何と呼ばれますか？,球面,円柱面,円錐面,円,A
n個の異なる対象の中からm個の対象を選び出す組み合わせ数はどの記号で表されますか？,C_n^m,C_m^n,P_n^m,A_n^m,A
円と直線が接するための必要十分条件は何ですか？（此题目本身表意清晰，无需修改，故保持原样） ,円の中心から直線までの距離が半径より小さい,円の中心から直線までの距離が半径に等しい,円の中心から直線までの距離が半径より大きい,直線が円上の一点を通る,B
m が n に等しいときの順列は何と呼ばれますか？,錯列,円順列,部分順列,全順列,D
$ax² + bx + c > 0$（あるいは$< 0$、$≥ 0$、$≤ 0$）の形で、$a ≠ 0$となる不等式は何と呼ばれますか？,一元一次不等式,一元二次不等式,分式不等式,二元一次不等式,B
文字を含む等式において、その文字に任意の実数を代入しても等式が常に成り立つとき、このような等式は何と呼ばれますか？,不等式,矛盾等式,条件等式,恒等式,D
双曲線の焦点間の距離はいくらに等しいですか？,2b,2c,c,2a,B
分散の算術平方根は何という名前で呼ばれますか？,中央値,平均値,標準偏差,範囲,C
一元二次方程式の判別式Δはどんな値に等しいですか？,b² + 4ac,4ac - b²,b²-4ac,2b - 4ac,C
円と2つの共有点を持つ直線は、何と名付けられていますか？,円の半径,円の割線,円の弦,円の接線,B
一元二次方程式の解の公式において、b² - 4acは何の記号で表されますか？,Δ,α,γ,β,A
"空間ベクトルの加法はどのような演算の法則を満たしますか？

（由于原句已经很清晰准确，在不改变任何条件下，新表述与原句一致）",対称律と推移律,等冪律と吸収律,分配律と消去律,交換律と結合律,D
方程式の左右両辺を等しくする未知数の値は何と呼ばれますか？,方程式の項,方程式の係数,方程式の次数,方程式の解（根）,D
"z = a + bi（a,b∈R）の形をした数は何と呼ばれるのですか？",実数,虚数,有理数,複素数,D
