"Как называется функция \( y = \log_a x \) （ \( a > 0 \), \( a \neq 1 \) ）?",Степенная функция,Показательная функция,Логарифмическая функция,Тригонометрическая функция,C
Как называется прямая уравнение вида y = kx + b?,Уравнение в отрезках,Уравнение наклона и пересечения с осью ординат,Уравнение точки и наклона,Уравнение двух точек,B
Какое название имеет равенство P(A|B) = P(A)P(B|A) / P(B)?,Формула Байеса,Формула полной вероятности,Формула сложения,Формула умножения,A
"В последовательности \( a_1, a_2, a_3, \ldots \) в общем виде что называется \( a_n \)?",Средний член,Последующий член,Общий член,Предыдущий член,C
"Какую прямую называют той, которая имеет только одну общую точку с окружностью?",Касательная к окружности,Секущая к окружности,Хордой окружности,Радиусом окружности,A
"Какое вещественное число x такое, что f(x) = 0, называется?",Точка экстремума функции f,Нуль функции f,Станция функции f (注：这里“驻点”准确俄语是“стационарная точка” ，原答案表述有误）,Точка экстремума функции f,B
Какое свойство вероятности удовлетворяет неравенству 0 ≤ P(A) ≤ 1?,Неотрицательность,Конечная аддитивность,Счетная аддитивность,Нормальность,A
"Если Δ < 0, то как обстоят дела с вещественными корнями уравнения?",Имеет два равных вещественных корня.,Имеет один вещественный корень.,Имеет два различных вещественных корня.,Не имеет вещественных корней.,D
Что называется функцией y = a^x (a > 0 и a ≠ 1)?,Логарифмическая функция,Степенная функция,Тригонометрическая функция,Показательная функция,D
"Что называется возведением в степень с основанием, равным натуральной константе e?",Логарифмический показатель степени,Показатель степени e,Степенной показатель,Показатель степени π,B
"Как называются комплексные числа, у которых действительная часть равна 0, а мнимая часть не равна 0?",Действительное число,Нуль- мнимое число,Действительно- мнимое число,Чисто мнимое число,D
"В рекуррентном соотношении для сочетаний C_n^m + C_n^{m+1} = X, какое значение имеет X?",C_{n - 1}^{m+1},C_{n}^{m + 2},C_{n+1}^{m},C_{n+1}^{m+1},D
Что называется выражением Δ = b² - 4ac?,Коэффициент,Дискриминант,Константа,Радикал,B
"Что называется множеством, состоящим из всех решений уравнения?",Множество решений уравнения,Множество корней уравнения,Группа решений уравнения,Кластер решений уравнения,A
Какое значение имеет $A_n^n$?,n(n - 1),n!,(n + 1)!,(n - 1)!,B
"Когда \(n\) - натуральное число, \((a + b)^n = C_n^0 a^n + C_n^1 a^{n - 1}b+\cdots + C_n^k a^{n - k}b^k+\cdots + C_n^n b^n\). Какое имя носит этот результат?",Теорема геометрической прогрессии,Теорема тригонометрических функций,Бином Ньютона,Теорема арифметической прогрессии,C
"Какое множество точек в пространстве представляет собой набор точек, которые находятся на одинаковом заданном расстоянии от заданной точки?",Сфера,Цилиндрическая поверхность,Конусная поверхность,Окружность,A
Из $n$ различных объектов выбирается $m$ объектов. Как обозначается число сочетаний?,C_n^m,C_m^n,P_n^m,"A_n^m
На каком символе обозначается число сочетаний m объектов, выбранных из n различных объектов?
A: C_n^m
B: C_m^n
C: P_n^m
D: A_n^m",A
"Каким должно быть условие, чтобы окружность и прямая касались друг друга?",Расстояние от центра окружности до прямой меньше радиуса.,Расстояние от центра окружности до прямой равно радиусу.,Расстояние от центра окружности до прямой больше радиуса.,Прямая проходит через точку на окружности.,B
"Что называется перестановкой, если m равно n?",错位排列,环形排列,部分排列,"全排列

Что называется перестановкой, когда m = n?
A: Дерранжмент
B: Циклическая перестановка
C: Частичная перестановка
D: Полная перестановка",D
"Какое название имеет неравенство вида $ ax^2 + bx + c > 0 $ (или $ < 0 $, $ \geq 0 $, $ \leq 0 $), где $ a \neq 0 $?",Линейное неравенство с одной переменной,Квадратичное неравенство с одной переменной,Дробное неравенство,Линейное неравенство с двумя переменными,B
"Что называется равенством, содержащим буквы и остающимся верным при любых действительных значениях этих букв?",Неравенство,Контрастное равенство,Условное равенство,Тождество,D
Какова длина фокального расстояния гиперболы?,2b,2c,c,2a,B
Что называется арифметическим квадратным корнем дисперсии?,Медиана,Среднее значение,Стандартное отклонение,Размах,C
Чему равен дискриминант Δ квадратного уравнения?,b² + 4ac,4ac - b²,b² - 4ac,2b - 4ac,C
"Какое название у прямой, которая имеет две общие точки с окружностью?",Радиус окружности,Секущая окружности,Хордой окружности,Касательная к окружности,B
"В формуле нахождения корней квадратного уравнения, какое выражение обозначается как b² - 4ac? ",Δ,α,γ,β,A
Какие законы операции выполняются при сложении векторов в трехмерном пространстве? ,Закон симметрии и закон транзитивности,Закон идемпотентности и закон поглощения,Закон распределения и закон сокращения,Закон коммутативности и закон ассоциативности,D
Какое значение неизвестной делает левую и правую части уравнения равными и как оно называется?,Члены уравнения,Коэффициенты уравнения,Степень уравнения,Решение (корень) уравнения,D
"Какое название имеет число в виде z = a + bi (a, b ∈ R)?",Реальные числа,Мнимые числа,Рациональные числа,Комплексные числа,D
