"Функция \( y = \log_a x \) （ \( a > 0 \), \( a \neq 1 \) ） называется...?",Степенная функция,Показательная функция,Логарифмическая функция,Тригонометрическая функция,C
Прямая уравнение вида y = kx + b называется как?,Уравнение в отрезках,Уравнение наклона и пересечения с осью ординат,Уравнение точки и наклона,Уравнение двух точек,B
Равенство P(A|B) = P(A)P(B|A) / P(B) называется чем?,Формула Байеса,Формула полной вероятности,Формула сложения,Формула умножения,A
"В общем виде последовательности \( a_1, a_2, a_3, \ldots \) что называется \( a_n \)?",Средний член,Последующий член,Общий член,Предыдущий член,C
"Что называется прямой, имеющей только одну общую точку с окружностью?",Касательная к окружности,Секущая к окружности,Хордой окружности,Радиусом окружности,A
"Что называется вещественным числом x, при котором f(x) = 0?",Точка экстремума функции f,Нуль функции f,Станция функции f (注：这里“驻点”准确俄语是“стационарная точка” ，原答案表述有误）,Точка экстремума функции f,B
"Свойство, которое удовлетворяет неравенству 0 ≤ P(A) ≤ 1 для вероятности, называется как?",Неотрицательность,Конечная аддитивность,Счетная аддитивность,Нормальность,A
"Когда Δ < 0, как обстоят дела с вещественными корнями уравнения?",Имеет два равных вещественных корня.,Имеет один вещественный корень.,Имеет два различных вещественных корня.,Не имеет вещественных корней.,D
Функция y = a^x (a > 0 и a ≠ 1) называется...?,Логарифмическая функция,Степенная функция,Тригонометрическая функция,Показательная функция,D
"Возведение в степень с основанием, равным натуральной константе e, называется...?",Логарифмический показатель степени,Показатель степени e,Степенной показатель,Показатель степени π,B
"Комплексные числа с действительной частью, равной 0, и мнимой частью, не равной 0, называются чем?",Действительное число,Нуль- мнимое число,Действительно- мнимое число,Чисто мнимое число,D
В рекуррентном соотношении для сочетаний C_n^m + C_n^{m+1} = ? чему равно выражение вместо вопросительного знака?,C_{n - 1}^{m+1},C_{n}^{m + 2},C_{n+1}^{m},C_{n+1}^{m+1},D
Выражение Δ = b² - 4ac называется чем?,Коэффициент,Дискриминант,Константа,Радикал,B
"Множество, состоящее из всех решений уравнения, называется...?",Множество решений уравнения,Множество корней уравнения,Группа решений уравнения,Кластер решений уравнения,A
Что равно $A_n^n$?,n(n - 1),n!,(n + 1)!,(n - 1)!,B
"Когда \(n\) - натуральное число, \((a + b)^n = C_n^0 a^n + C_n^1 a^{n - 1}b+\cdots + C_n^k a^{n - k}b^k+\cdots + C_n^n b^n\). Какое название имеет этот результат?",Теорема геометрической прогрессии,Теорема тригонометрических функций,Бином Ньютона,Теорема арифметической прогрессии,C
"Что называется множеством точек в пространстве, равноотстоящих от заданной точки на заданное расстояние?",Сфера,Цилиндрическая поверхность,Конусная поверхность,Окружность,A
Из $n$ различных объектов выбираются $m$ объектов. Как обозначается число сочетаний?,C_n^m,C_m^n,P_n^m,"A_n^m
На каком символе обозначается число сочетаний m объектов, выбранных из n различных объектов?
A: C_n^m
B: C_m^n
C: P_n^m
D: A_n^m",A
Что является необходимым и достаточным условием для касания окружности и прямой?,Расстояние от центра окружности до прямой меньше радиуса.,Расстояние от центра окружности до прямой равно радиусу.,Расстояние от центра окружности до прямой больше радиуса.,Прямая проходит через точку на окружности.,B
"Что называется перестановкой, когда m = n?",错位排列,环形排列,部分排列,"全排列

Что называется перестановкой, когда m = n?
A: Дерранжмент
B: Циклическая перестановка
C: Частичная перестановка
D: Полная перестановка",D
"Неравенство вида $ ax^2 + bx + c > 0 $ (или $ < 0 $, $ \geq 0 $, $ \leq 0 $), где $ a \neq 0 $, называется...?",Линейное неравенство с одной переменной,Квадратичное неравенство с одной переменной,Дробное неравенство,Линейное неравенство с двумя переменными,B
"Равенство, содержащее буквы, которое остается верным при любых действительных значениях этих букв, называется...?",Неравенство,Контрастное равенство,Условное равенство,Тождество,D
Длина фокального расстояния гиперболы равна?,2b,2c,c,2a,B
Арифметический квадратный корень дисперсии называется чем?,Медиана,Среднее значение,Стандартное отклонение,Размах,C
Дискриминант Δ квадратного уравнения равен чему?,b² + 4ac,4ac - b²,b² - 4ac,2b - 4ac,C
"Как называется прямая, имеющая две общие точки с окружностью?",Радиус окружности,Секущая окружности,Хордой окружности,Касательная к окружности,B
"В формуле нахождения корней квадратного уравнения, чему обозначается b² - 4ac?",Δ,α,γ,β,A
Какие законы операции выполняются при сложении векторов в пространстве?,Закон симметрии и закон транзитивности,Закон идемпотентности и закон поглощения,Закон распределения и закон сокращения,Закон коммутативности и закон ассоциативности,D
"Что называется значением неизвестной, которое делает левую и правую части уравнения равными?",Члены уравнения,Коэффициенты уравнения,Степень уравнения,Решение (корень) уравнения,D
"Чем называется число вида z = a + bi (a, b ∈ R)?",Реальные числа,Мнимые числа,Рациональные числа,Комплексные числа,D
