"The function \(y = \log_a x\) (\(a > 0\), \(a\neq1\)) is called what?",Logarithmic function
What is the equation of a straight line in the form of y = kx + b called?,Slope-intercept form equation
What is the equation \(P(A|B) = \frac{P(A)P(B|A)}{P(B)}\) called?,Bayes' formula
"In the general form of a sequence \(a_1, a_2, a_3, \cdots\), what is \(a_n\) called?",General term
What is a line that has only one common point with a circle called?,A tangent to the circle
What is the real number x that makes f(x) = 0 called?,The zero of the function f
What is the property called when the probability satisfies the condition 0 ≤ P(A) ≤ 1?,Non - negativity
"When Δ < 0, what is the situation of the real roots of the equation?",No real roots
What is the function \(y = a^x\) (\(a>0\) and \(a\neq1\)) called?,Exponential function
What is the exponential function with the base of the natural constant e called?,The exponential function with base e
What are complex numbers with a real part of 0 and a non - zero imaginary part called?,Pure imaginary numbers
"In the recurrence relation of binomial coefficients \( C_n^m + C_n^{m+1} =? \), what should be filled in the question mark?",\(C_{n+1}^{m+1}\)
What is the expression Δ = b² - 4ac called?,Discriminant
What is the set composed of all solutions of an equation called?,The solution set of the equation
What is \(A_n^n\) equal to?,n!
"When \(n\) is a positive integer, what is the name of the theorem for the conclusion \((a + b)^n = C_n^0 a^n + C_n^1 a^{n - 1}b + \cdots + C_n^k a^{n - k}b^k + \cdots + C_n^n b^n\)?",Binomial Theorem
What is the set of points in space that are at a fixed distance from a fixed point called?,Sphere
What symbol is used to represent the number of combinations of taking m objects from n different objects?,C_n^m
What is the necessary and sufficient condition for a circle to be tangent to a straight line?,The distance from the center of the circle to the straight line is equal to the radius.
What is the permutation called when m = n?,Full permutation
"Inequalities in the form of ax² + bx + c > 0 (or < 0, ≥ 0, ≤ 0), where a ≠ 0, are called what?",Quadratic inequalities in one variable
An equation containing letters that holds true for any real - number values of the letters is called what?,Identity
What is the focal length of a hyperbola equal to?,2c
What is the arithmetic square root of the variance called?,Standard deviation
What does the discriminant Δ of a quadratic equation with one unknown equal to?,b² - 4ac
What is a line that has two common points with a circle called?,A secant line of a circle
"In the quadratic formula for solving quadratic equations of one variable, which symbol is used to represent \(b^2 - 4ac\)?",Δ
What operation laws does the addition of spatial vectors satisfy?,Commutative law and associative law
What is the value of the unknown that can make both sides of the equation equal called?,The solution (root) of the equation
"What is the number in the form of z = a + bi (a, b ∈ R) called?",Complex number
