"Как называется функция \( y = \log_a x \) （ \( a > 0 \), \( a \neq 1 \) ）?",логарифмической функцией
Как называется прямая уравнение вида y = kx + b?,Уравнение в наклонно - отрезковом виде
Какое название имеет равенство P(A|B) = P(A)P(B|A) / P(B)?,Формула Байеса
"В последовательности \( a_1, a_2, a_3, \ldots \) в общем виде что называется \( a_n \)?",Общий член
"Какую прямую называют той, которая имеет только одну общую точку с окружностью?",касательная к окружности
"Какое вещественное число x такое, что f(x) = 0, называется?",Нулями функции f
Какое свойство вероятности удовлетворяет неравенству 0 ≤ P(A) ≤ 1?,Негативность
"Если Δ < 0, то как обстоят дела с вещественными корнями уравнения?",Без вещественных корней
Что называется функцией y = a^x (a > 0 и a ≠ 1)?,Показательной функцией
"Что называется возведением в степень с основанием, равным натуральной константе e?",экспоненциальной функцией с основанием e
"Как называются комплексные числа, у которых действительная часть равна 0, а мнимая часть не равна 0?",Чистые мнимые числа
"В рекуррентном соотношении для сочетаний C_n^m + C_n^{m+1} = X, какое значение имеет X?",C_{n+1}^{m+1}
Что называется выражением Δ = b² - 4ac?,Дискриминант
"Что называется множеством, состоящим из всех решений уравнения?",Множество решений уравнения
Какое значение имеет $A_n^n$?,n!
"Когда \(n\) - натуральное число, \((a + b)^n = C_n^0 a^n + C_n^1 a^{n - 1}b+\cdots + C_n^k a^{n - k}b^k+\cdots + C_n^n b^n\). Какое имя носит этот результат?",Теорема о биноме
"Какое множество точек в пространстве представляет собой набор точек, которые находятся на одинаковом заданном расстоянии от заданной точки?",Сфера
Из $n$ различных объектов выбирается $m$ объектов. Как обозначается число сочетаний?,$C_{n}^m$
"Каким должно быть условие, чтобы окружность и прямая касались друг друга?",Расстояние от центра окружности до прямой равно радиусу
"Что называется перестановкой, если m равно n?",Полная перестановка
"Какое название имеет неравенство вида $ ax^2 + bx + c > 0 $ (или $ < 0 $, $ \geq 0 $, $ \leq 0 $), где $ a \neq 0 $?",Квадратным неравенством первого порядка
"Что называется равенством, содержащим буквы и остающимся верным при любых действительных значениях этих букв?",тождеством
Какова длина фокального расстояния гиперболы?,2c
Что называется арифметическим квадратным корнем дисперсии?,Стандартное отклонение
Чему равен дискриминант Δ квадратного уравнения?,b² - 4ac
"Какое название у прямой, которая имеет две общие точки с окружностью?",Секущая окружности
"В формуле нахождения корней квадратного уравнения, какое выражение обозначается как b² - 4ac? ",Δ
Какие законы операции выполняются при сложении векторов в трехмерном пространстве? ,Закон коммутативности и закон ассоциативности
Какое значение неизвестной делает левую и правую части уравнения равными и как оно называется?,Решение (корень) уравнения
"Какое название имеет число в виде z = a + bi (a, b ∈ R)?",Комплексное число
