الدالة $ y = \log_a x $ (حيث $ a > 0 $، $ a \ne 1 $) تُسمى دالة لوغاريتمية,دالة لوغاريتمية
تُسمى المعادلة الخطية على الصورة y = kx + b بالصيغة الميل-تقاطع,الصيغة الميل-تقاطع
المساواة P(A|B) = P(A)P(B|A) / P(B) تُعرف بـ,صيغة بايز
"في الشكل العام للمتتابعة a₁, a₂, a₃, …، ماذا يُسمّى aₙ؟",الحد العام
يُسمى الخط المستقيم الذي يشترك مع الدائرة في نقطة واحدة فقط,مستمِس الدائرة
يُسمى العدد الحقيقي x الذي يجعل f(x)=0,جذر الدالة f
تُسمى الخاصية التي تحقق الاحتمال الشرط 0 ≤ P(A) ≤ 1 بالخاصية الإيجابية,الإيجابية
عندما يكون Δ<0، كيف تكون جذور المعادلة الحقيقية؟,لا توجد جذور حقيقية
الدالة $ y = a^x $ حيث $ a > 0 $ و $ a \ne 1 $ تُسمى دالة أسية,دالة أسية
يُعرف الأس الذي يكون العدد النيبيري e أساسه بـ,e أسّي
العدد المركب الذي يكون جزؤه الحقيقي صفرًا وجزؤه التخيلي غير صفري يسمى ماذا؟,عدد تخيلي صرف
في علاقة التكرار للعدد التوافقي $ C_n^m + C_n^{m+1} = ? $، ماذا يجب وضعه مكان علامة الاستفهام؟,$ C_{n+1}^{m+1} $
يُعرف التعبير Δ=b²-4ac باسم,المميز
مجموعة جميع الحلول لمعادلة تسمى ماذا؟,مجموعة حل المعادلة
A_n^n يساوي ماذا؟,n!
عندما يكون n عددًا صحيحًا موجبًا، فإن (a+b)^n = C_n^0 a^n + C_n^1 a^{n-1}b + ... + C_n^k a^{n-k}b^k + ... + C_n^n b^n تُعرف هذه النتيجة باسم ماذا؟,نظرية ذات الحدين
مجموعة النقاط في الفضاء التي تكون على بعد ثابت من نقطة محددة تسمى ماذا؟,سطح كرة
عدد التوافيق لاختيار m من n كائنات مختلفة يُرمز له بالرمز,C_n^m
الشرط اللازم والكافي لأن تمس دائرة خطًا مستقيمًا هو أن يكون البعد بين مركز الدائرة والخط المستقيم مساويًا لنصف القطر,البعد من مركز الدائرة إلى الخط المستقيم يساوي نصف القطر
عندما يكون m مساويًا لـ n، ماذا يُسمى الترتيب؟,الترتيب الكامل
تُسمى الصيغة ax²+bx+c>0 (أو <0، ≥0، ≤0)، حيث a≠0، بـ,الدالة التربيعية أحادية المتغير
يُسمى التعبير الذي يحتوي على حروف، ويبقى صحيحًا لأي قيم حقيقية تُعطى لهذه الحروف، بالتعبير المتطابق,التعبير المتطابق
ما هو البعد البؤري للقطع الزائد؟,2c
الجذر التربيعي للتباين يسمى ماذا؟,الانحراف المعياري
ما هو المميز Δ للمعادلة التربيعية من الدرجة الأولى؟,b²-4ac
يُسمى الخط الذي له نقطتا تقاطع مع دائرة,割线
في صيغة حل المعادلة التربيعية، ما الرمز المستخدم للتعبير عن \( b^2 - 4ac \)؟,Δ
يلبي جمع المتجهات الفراغية قوانين التبادل والجمع,
ما يُسمى القيمة التي تجعل طرفي المعادلة متساويين بالنسبة للمجهول؟,الحل (أو الجذر) للمعادلة
"تُسمى الأعداد على الصورة z = a + bi (حيث a,b ∈ R) بالأعداد المركبة",الأعداد المركبة
